Deal ID,Category,Date Announced,Date Completed / Failed,Time to Close (months),Conclusion / Status,Target Full Name,Target Ticker / Exchange,Industry,Acquirer Full Name,Acquirer Listed Exchange,Deal Size (US$ mn),"Deal Size (local, JPY bn unless noted)",Deal Structure,Final Offer Price (local),Initial Offer / Price Bumps,Unaffected Price (local),Premium to Unaffected (%),Board Recommendation,Special Committee,Competing Bid / Interloper,Recurring Attempt by Same Acquirer?,Toehold / Irrevocables / Tender Agreements,Regulator 1,Regulator 2,Regulator 3,Rules / Regulations Triggering Review,Key Debate Points / Frictions,Activism & Hedge Fund Involvement,Final Resolution Mechanism,Squeeze-out Mechanism,Delisting Date,Verification Status,Notes / Follow-ups,Source URL 1 (primary),Source URL 2,Source URL 3,Filing / First Report Date,"Pre-Event Close (T-1, local)","Post-Event Close (T+1, local)",Premium to T-1 Close (%),Market Reaction T+1 (%),Min Tender Condition (Y/N),Min Tender Condition Detail,Fairness Opinion Provider,Financial Advisor (Target),Financial Advisor (Acquirer),Target IPO Lead Underwriter,FEFTA Classification,Financing Description,Break Fee (Y/N),Break Fee Amount,TSE Segment,Index Membership,Founder/Family Ownership %,Key Management Age at Announcement,PBR at Announcement,date_announced_basis
JP-067,Cross-border outbound (insurance),2015/06/10,2015/10/27,4.6,Concluded,"HCC Insurance Holdings, Inc.",HCC / NYSE,"Specialty insurance (P&C, A&H, D&O, aviation, agriculture)","Tokio Marine Holdings, Inc. (via Tokio Marine & Nichido Fire)",Tokio Marine HD listed TSE (8766),"7,500",≈905 (@~120.7/US$),"All-cash Delaware merger at $78.00/share via wholly-owned subsidiary; cash-on-hand + borrowings, no financing condition",US$78.00/share,US$78.00 (no bump),"≈US$56.69 (2015/06/09 close, implied)",+37.6% to 2015/06/09 close; +35.8% to 1-month average,For (both boards unanimous),TBV,No,"No (Tokio Marine serial US buyer: Philadelphia 2008, Delphi 2011, later Pure/HCC bolt-ons)",,US state insurance regulators (change-of-control),UK/Spain/Ireland regulators (HCC ops),HSR (US antitrust),US insurance change-of-control approvals; HSR; DGCL merger; HCC shareholder vote (2015/09/18),"Part of the defining 2015 Japanese outbound insurance wave (with Meiji Yasuda/StanCorp $5bn, Sumitomo Life/Symetra $3.8bn, MS&AD/Amlin) — capital deployment abroad amid shrinking domestic market",None named,Merger effective 2015/10/27 (Delaware cert. filed); HCC NYSE delisting 2015/10/28,Merger (one-step),2015/10/28,Verified via primary/contemporaneous sources (C1 expansion 2026/07/06),"C1 EXPANSION 2026/07/06. LANDMARK C6: the cleanest exemplar of the 2015 outbound-insurance wave; anchors the arc extended by Nippon Life/Resolution (JP-033) and Sompo/Aspen (JP-046). Announced 2015/06/10, closed 2015/10/27 — fast, uncontested. Fully documented from SEC 8-Ks + Tokio Marine IR.",https://www.sec.gov/Archives/edgar/data/0000888919/000110465915073120/a15-21593_1ex99d1.htm,https://www.tokiomarinehd.com/en/newsroom/release/20151028.html,https://www.globenewswire.com/news-release/2015/06/10/743426/10137979/en/Tokio-Marine-Holdings-to-Acquire-HCC-Insurance-Holdings-in-7-5-Billion-Transaction.html,2015/06/10 (= announcement/filing; no earlier report documented in row),TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,Seeded from cited row text: financing condition C1 EXPANSION 2026/07/06. LANDMARK C6: the cleanest exemplar of the 2015 outbound-insurance wave; anchors the arc extended by Nippon Life/Resolutio,TBV,TBV,NYSE,TBV,TBV,TBV,TBV,formal_announcement
JP-068,Cross-border outbound (cautionary case — writedown),2015/02/18,2015/05/28,3.3,Concluded (later heavily impaired; broken up/sold from 2021),Toll Holdings Limited,TOL / ASX,Logistics / freight forwarding / contract logistics,"Japan Post Holdings Co., Ltd. (via Japan Post Co.)",Japan Post HD listed TSE from 2015/11 (6178); state-owned at deal time,"≈5,100",≈618 (A$6.5bn @~¥95/A$),"Scheme of arrangement, all-cash A$9.04/share (100% of Toll)",A$9.04/share,A$9.04 (no bump; ~49% premium to pre-announcement),≈A$6.08 (implied),≈+49% to pre-announcement close,For (Toll board backed the bid 2015/02/18),TBV,No,No,,FIRB (Australia foreign investment),ACCC (competition),Toll shareholder vote (2015/05/13),Australian Corporations Act scheme; FIRB; ACCC clearance,Diligence/premium discipline — became THE cautionary outbound case: ¥400.3bn (~A$4.9bn) writedown FY3/2016 drove Japan Post's first net loss (~¥40bn); questioned whether adequate diligence was done; masterminded by late CEO Nishimuro; overshadowed the Nov-2015 Japan Post triple IPO,None named,"Scheme implemented 2015/05/28; Toll delisted ASX, became Japan Post division; Global Express sold to Allegro Funds 2021; further break-up thereafter",Scheme of arrangement,2015/05/28 (ASX),Verified via primary/contemporaneous sources (C1 expansion 2026/07/06),"C1 EXPANSION 2026/07/06. LANDMARK C6: the outbound-M&A cautionary tale — the ¥400.3bn 2016 writedown is the standing exhibit for diligence/overpayment risk in Japanese outbound deals (counterpoint to the disciplined Tokio Marine/HCC JP-067). Announced 2015/02/18, scheme effective 2015/05/28, months before Japan Post's own IPO. Governance angle: state-owned acquirer, later listed.",https://en.wikipedia.org/wiki/Toll_Group,https://www.freightwaves.com/news/japan-post-projects-annual-loss-due-to-toll-writedown,https://ti-insight.com/toll-write-causes-net-loss-japan-post/,2015/02/18 (= announcement/filing; no earlier report documented in row),TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,ASX,TBV,TBV,TBV,TBV,formal_announcement
JP-069,Contested domestic merger (founder-family opposition),2015/11/12,2019/04/01 (integration effective),41.0,Concluded (after ~3.5-year family-opposition delay),Showa Shell Sekiyu K.K.,5002 / TSE (First Section),Oil refining & marketing (downstream petroleum; solar),"Idemitsu Kosan Co., Ltd.",Idemitsu listed TSE (5019),"≈1,400 (Stage 1: 33.24% stake from Shell ¥170bn) + share-exchange Stage 2","170 (Stage 1 stake) + ≈630 (Stage 2 share exchange, 2018)",Two-stage: (1) 2016 purchase of 33.24% from Royal Dutch Shell for ¥170bn; (2) share exchange 0.41 Idemitsu : 1 Showa Shell (2018/10/16 agreement) making SSSKK wholly-owned,"Share exchange (0.41 ratio); Stage-1 stake ¥1,350/sh area (TBV)","n/a (structure held; timeline slipped, not price)",,,For (both boards; SSSKK special committee endorsed; Idemitsu board approved 2018/10/16),"Yes — Showa Shell special committee (4 independent members, formed 2015/02/10)",No,No,Idemitsu bought Shell's 33.24% (Stage 1); Aramco among sellers/holders,JFTC (secondary review Jan 2016 → cleared Dec 2016),Foreign competition authorities (cleared by Dec 2018),Courts (Tokyo District/High Court — family petitions rejected),"Anti-Monopoly Act; Companies Act (share exchange, EGM); founding-family litigation","Founding Idemitsu family (~33.9%) FIERCELY opposed for years — cultural differences, geopolitics (Idemitsu-Iran vs Showa Shell-Saudi Aramco), family legacy; blocked/delayed the deal 2016-2018; courts rejected family claims; resolved via 2 family board seats + special dividend/buyback concessions","None (founding-family opposition, not fund activism)",Share exchange effective 2019/04/01; Showa Shell delisted (last trade 2019/03/26); family got 2 of 8 board seats; company = Idemitsu Kosan (trade name Idemitsu Showa Shell),Share exchange (wholly-owning),2019/03/26,Verified via primary/contemporaneous sources (C1 expansion 2026/07/06),"C1 EXPANSION 2026/07/06. LANDMARK C3: THE founder-vs-board case of the era — a family blocking-minority holding a value-creating merger hostage for ~3.5 years, resolved only by board-seat + payout concessions and adverse court rulings. Pairs with JXTG (JP-066) as the refining-duopolization story, and prefigures the founder-conflict pattern (Toyo/YFO JP-015, Taisho JP-007, Fujitec). MOU 2015/11/12; two-stage structure; effective 2019/04/01. Stage-1 per-share and exact family % to confirm.",https://uk.marketscreener.com/quote/stock/IDEMITSU-KOSAN-CO-LTD-6499147/news/Idemitsu-Kosan-Co-Ltd-completed-the-acquisition-of-66-74-stake-in-Showa-Shell-Sekiyu-K-K-from-gr-34361966/,https://www.fuelsandlubes.com/japanese-oil-giant-created-idemitsu-showa-shell-merger-april-1/,https://www.enerdata.net/publications/daily-energy-news/japanese-refiners-idemitsu-kosan-and-showa-shell-will-merge-april-2019.html,2015/11/12 (= announcement/filing; no earlier report documented in row),TBV,TBV,TBV,TBV,Yes,"Seeded from cited row text: min 3.5 years, resolved only by board-seat + pay",TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TSE (First Section),TOPIX constituent (structural: TSE Prime/First Section-listed stocks are TOPIX-eligible per TSE rules); Nikkei 225 membership selective — TBV unless separately confirmed,TBV,TBV,TBV,formal_announcement
JP-070,Distressed carve-out (warehousing structure — merger-control landmark),2016/03/17,2016 (Step 2 after clearances; EU clearance 2016/09),,Concluded (later sanctioned for gun-jumping in 4 jurisdictions),Toshiba Medical Systems Corporation (TMSC),Unlisted (Toshiba wholly-owned subsidiary),"Medical imaging equipment (CT, MRI, diagnostics)",Canon Inc.,Canon listed TSE (7751) / NYSE (CAJ),"≈5,900",665.5,Two-step 'warehousing': (Step 1) SPV MS Holding acquired 95% of TMSC voting shares for €800 while Canon paid full ¥665.5bn for one non-voting share + call option; (Step 2) Canon exercised option post-clearance for 100%,n/a (private carve-out; ¥665.5bn total),"n/a (won accelerated auction vs Fujifilm, KKR et al.)",,,n/a (Toshiba board-driven distressed sale),,"Auction (Fujifilm, KKR, Konica Minolta reported bidders; Canon won)",No,,JFTC (warned structure 'may be inconsistent' with premerger notification; no fine),"China MOFCOM (fined Canon CNY300,000 for gun-jumping, 2017)","EU EC (€28mn gun-jumping fine 2019, upheld GC 2022); US DOJ ($2.5mn each, 2019)",Anti-Monopoly Act; EU Merger Regulation standstill/notification; US HSR; China AML — the warehousing structure found to be improper 'partial implementation' in all four,Structure designed so Toshiba could book the sale as capital contribution by FY-end 2016/03/31 (financial-rescue timing) before clearances — became THE global gun-jumping precedent for warehousing/SPV structures,None named,Canon exercised call option post-clearances → 100% of TMSC (renamed Canon Medical Systems 2018),n/a (private),n/a (TMSC was unlisted),Verified via primary/contemporaneous sources (C2 expansion 2026/07/06),"C2 EXPANSION 2026/07/06. LANDMARK C1: the defining merger-control-evasion case — a Japanese distressed carve-out whose two-step warehousing structure drew gun-jumping sanctions across JFTC, China MOFCOM, US DOJ and EU (€28mn, upheld by the General Court 2022 on 'partial implementation' doctrine). Context = Toshiba's post-accounting-scandal fire-sale (same crisis that produced Kioxia JP-071 and later JIP JP-001). Won an accelerated auction. Precedent for structuring discipline in all subsequent distressed carve-outs.",https://www.jftc.go.jp/en/pressreleases/yearly-2016/June/160630.html,https://www.whitecase.com/insight-alert/eu-general-court-confirms-ec-decision-fining-canon-eu28-million-gun-jumping,https://www.lexology.com/library/detail.aspx?g=2db5e7a2-c66f-4ef7-a1a9-445b5eb74e06,2016/03/17 (= announcement/filing; no earlier report documented in row),TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,Unlisted,TBV,TBV,TBV,TBV,formal_announcement
JP-071,Distressed mega carve-out (PE consortium),2017/09/28,2018/06/01,8.1,Concluded,Toshiba Memory Corporation (→ Kioxia),Unlisted (Toshiba subsidiary; later IPO'd 2024),Semiconductors — NAND flash memory,"Bain Capital-led consortium (K.K. Pangea; Bain, SK Hynix, Hoya, Apple, Dell, Kingston, Seagate + Toshiba reinvest)",Bain unlisted; consortium,"≈18,000",2000 (¥2tn),Share purchase agreement — SPV Pangea; post-close Bain consortium 49.9% / Toshiba 40.2% / Hoya 9.9%; US investors (Apple et al.) non-voting preferred; SK Hynix firewalled (≤15% for 10 yrs),n/a (¥2tn enterprise; private),"n/a (auction beat WDC/KKR, INCJ/DBJ, Foxconn, Broadcom)",,,For (Toshiba board 2017/09/20; shareholder approval earlier 2017),TBV,"Contested auction — Western Digital (JV partner) litigated/arbitrated; INCJ-DBJ, Foxconn, Broadcom/Silver Lake all bid",No,"Toshiba ¥350.5bn reinvestment; SK Hynix ¥395bn (partly convertible, ≤15% cap)",JFTC + multi-jurisdiction antitrust,"China SAMR/MOFCOM (last clearance, delayed close to May 2018)",US HSR; CFIUS; EU; Korea; Taiwan,Global merger control (China the binding constraint); WDC contractual-consent arbitration (ICC) — the JV-partner-veto risk case,Toshiba's Westinghouse-driven insolvency crisis forced the sale; WDC's JV-consent claims; IP firewalls for competitor SK Hynix; INCJ/DBJ national-interest involvement; ~9-month China clearance,None (strategic/PE contest),Closed 2018/06/01; renamed Kioxia 2019/10; IPO'd TSE Prime 2024/12,n/a (private carve-out),,Verified via primary/contemporaneous sources (C2 expansion 2026/07/06),"C2 EXPANSION 2026/07/06. LANDMARK C5: ~$18bn — largest Asia PE deal at the time; foundation node for all later Kioxia events (2024 IPO at ¥1,455; WDC merger attempt 2021 blocked by SK Hynix). Toshiba-crisis sibling of Canon/TMSC (JP-070) and JIP/Toshiba (JP-001). China-clearance-timeline exhibit alongside JSR (JP-002) and Shinko (JP-010). WDC arbitration = JV-partner-consent risk landmark. || ADVISOR PASS 2026/07/06: FA slate confirmed (BSIC/Bocconi analysis, corroborated by multiple contemporaneous reports). WDC arbitration confirmed resolved via 2017/12/13 global settlement (Fab 6 joint investment).",https://www.baincapital.com/technology/case-studies/kioxia.html,https://www.cnbc.com/2017/09/28/toshiba-sells-chip-unit-to-bain-apple-group-for-18-billion.html,https://www.theregister.com/2017/09/28/apple_and_sk_hynix_agree_tosh_terms/,2017/09/28 (= announcement/filing; no earlier report documented in row),TBV,TBV,TBV,TBV,TBV,TBV,TBV,"Goldman Sachs + Nomura Securities (FAs to Toshiba, per BSIC/contemporaneous reporting)",Mitsubishi UFJ Morgan Stanley + Morgan Stanley (FAs to Bain consortium),TBV,TBV,Seeded from cited row text: preferred; SK Hynix firewalled (≤15% for 10 yrs) C2 EXPANSION 2026/07/06. LANDMARK C5: ~$18bn — largest Asia PE deal at the time; foundation node for all later Kioxia ev,TBV,TBV,Unlisted,TBV,TBV,TBV,TBV,formal_announcement
JP-072,Cross-border outbound mega (tech),2016/07/18,2016/09/05,1.6,Concluded,ARM Holdings plc,ARM / LSE (FTSE 100) + Nasdaq ADR,Semiconductors — IP / chip architecture design,SoftBank Group Corp.,SoftBank listed TSE (9984),"≈31,000",≈3300 (¥3.3tn),"UK scheme of arrangement, all-cash £17.00/share (£24.3bn); financed partly by Alibaba/Supercell stake sales + ¥1tn loan","£17.00 (1,700 pence)/share",£17.00 (no bump),"1,189 pence (2016/07/15 close)",+43.0% to 2016/07/15 close; +41.1% to all-time high (2015/03/16),For (ARM board unanimous; director irrevocables),,No,No,"Director irrevocables (1,976,897 shares)",UK (court-sanctioned scheme),"TBV (limited antitrust, IP-licensing model)",—,UK Companies Act scheme of arrangement; Takeover Code (Rule 2.7); court + shareholder approval,Post-Brexit-vote timing (£ down ~16%); Son's 'paradigm shift'/IoT thesis; UK employment/HQ commitments; price a record for a European tech co,None named,Scheme effective 2016/09/05; ARM delisted LSE 2016/09/06; run as standalone,Scheme of arrangement,2016/09/06 (LSE),Verified via primary/contemporaneous sources (C2 expansion 2026/07/06),"C2 EXPANSION 2026/07/06. LANDMARK C5/C6: SoftBank's defining outbound tech acquisition and largest-ever European tech takeover at the time; reshaped SoftBank into a chip/AI platform. Downstream nodes: 25% to Vision Fund (2017), failed Nvidia sale (2020-22), Arm Nasdaq IPO (2023), Ampere (JP-048) + ABB robotics (JP-049). Announced 2016/07/18 (days after Brexit vote), closed in ~7 weeks. Fully sourced from SoftBank IR + SEC 6-K.",https://group.softbank/en/news/press/20160905,https://www.sec.gov/Archives/edgar/data/0001057997/000095010316015333/dp67746_6k.htm,https://techcrunch.com/2016/09/05/softbank-has-completed-its-24b-cash-acquisition-of-arm-holdings/,2016/07/18 (= announcement/filing; no earlier report documented in row),TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,Seeded from cited row text: financed partly by Alibaba/Supercell stake sales + ¥1tn loan C2 EXPANSION 2026/07/06. LANDMARK C5/C6: SoftBank's defining outbound tech acquisition and largest-ever E,TBV,TBV,TSE (First Section),TOPIX constituent (structural: TSE Prime/First Section-listed stocks are TOPIX-eligible per TSE rules); Nikkei 225 membership selective — TBV unless separately confirmed,TBV,TBV,TBV,formal_announcement
JP-073,PE carve-out TOB (from parent auction),2016/11/22,2017/03 (TOB completed; delisted 2017),,Concluded,Calsonic Kansei Corporation,7248 / TSE (First Section),"Automotive components (interiors, climate control, compressors, exhaust)","KKR (CK Holdings Co., Ltd.)",KKR listed NYSE (KKR); bid vehicle unlisted,"≈4,500",498.3,"TOB at ¥1,860/share for all shares; Nissan tendered its ~41% via tender agreement","¥1,860/share","¥1,860 (no bump)","≈¥1,322 (2016/10/27 pre-leak, per KKR)","+28.3% to 2016/11/22 close ¥1,450 (KKR-stated)",For (Calsonic board supported),TBV,Auction — beat Bain Capital and MBK Partners for Nissan's stake,"No (KKR serial JP carve-out buyer: Intelligence, Panasonic Healthcare, Pioneer DJ)",Nissan ~41% (40.68%) tender agreement — decisive,JFTC + foreign merger control,TBV,—,Anti-Monopoly Act; Companies Act squeeze-out,80% Nissan revenue dependence (why Bain/MBK reportedly balked); parent supplier-group dismantling; KKR's largest JP deal to date,None named,TOB completed early 2017 → squeeze-out; delisted 2017; later merged with Magneti Marelli (2019) → Marelli,Share consolidation (TBV),2017 (exact date TBV),Verified via primary/contemporaneous sources (C2 expansion 2026/07/06),"C2 EXPANSION 2026/07/06. LANDMARK C2: the era's first large-cap PE carve-out TOB (¥498.3bn, KKR's biggest JP deal then), opening the global-PE corporate-carve-out pipeline that later produced Hitachi Kokusai (JP-074), Hitachi Metals/Transport (JP-051-adjacent nodes), Shinko, etc. Nissan supplier-group unwind; beat Bain & MBK. Later folded into Marelli (with Magneti Marelli, 2019). Announced 2016/11/22, TOB Feb 2017.",https://www.businesswire.com/news/home/20161122005433/en/KKR-Announces-Tender-Offer-for-the-Acquisition-of-Calsonic-Kansei-Nissan-Agrees-to-Tender-Its-41-Holding-of-Calsonic-Kansei-Shares,https://global.nissannews.com/en/releases/161122-02-e,https://www.cnbc.com/2016/11/22/kkr-to-buy-nissan-backed-supplier-calsonic.html,2016/11/22 (= announcement/filing; no earlier report documented in row),TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TSE (First Section),TOPIX constituent (structural: TSE Prime/First Section-listed stocks are TOPIX-eligible per TSE rules); Nikkei 225 membership selective — TBV unless separately confirmed,TBV,TBV,TBV,formal_announcement
JP-074,PE carve-out TOB (activist-pressured price),2017/04/26,2017/12 (TOB completed; delisted 2018),,Concluded,Hitachi Kokusai Electric Inc.,6756 / TSE (First Section),Semiconductor manufacturing equipment (thin-film) + video/comms solutions,KKR (HKE Holdings) + Japan Industrial Partners (JIP),KKR NYSE; JIP unlisted,"≈2,900",≈257–322,"TOB at ¥2,503/share; Hitachi (51.67% parent) exits via post-TOB share repurchase at ¥1,710.34; KKR takes semiconductor-equipment business, JIP takes video/comms","¥2,503/share (minorities); ¥1,710.34 (Hitachi buyback)","¥2,503 (agreed price; Elliott pressed for higher — see Notes)",TBV,TBV,For (Hitachi Kokusai supported),TBV,No rival bid; Elliott built a stake and publicly pressed for a higher price,No,Hitachi 51.67% exits via buyback (differential-price parent exit),JFTC + foreign merger control (incl. US),TBV,—,Anti-Monopoly Act; Companies Act; min-tender condition 24.1%,"Elliott Management stake + public pressure on price (contemporaneous Reuters/Bloomberg link this to the parallel Bain/Asatsu-DK fight as 'PE vs shareholders'); business-split structure; differential parent-exit price (¥2,503 vs ¥1,710.34)",Elliott Management — pressed KKR for a higher bid,TOB completed 2017/12 (25.55% tendered vs 24.1% min); Hitachi buyback; squeeze-out; delisted 2018,Share consolidation (TBV),2018 (exact date TBV),Verified via primary/contemporaneous sources (C2 expansion 2026/07/06),"C2 EXPANSION 2026/07/06. LANDMARK C2: an early activist-pressured PE take-private — Elliott's stake-and-press campaign on price prefigures the 2023-25 'bumpology' era (Benefit One, Fuji Soft). Also an early differential-price parent exit (Hitachi ¥1,710.34 vs minorities ¥2,503 — the structure that recurs in JP-024/029/056/etc). KKR+JIP business-split structure. Announced 2017/04/26; Reuters explicitly paired it with Bain/Asatsu-DK (JP-075) as twin PE-vs-shareholder fights. NOTE: candidate list overstated Elliott as forcing bumps; sources confirm public pressure but the ¥2,503 was the negotiated announced price — recorded accordingly.",https://www.businesswire.com/news/home/20170426005600/en/KKR-Announces-Tender-Offer-to-Acquire-Hitachi-Kokusai-Electric,https://www.privateequitywire.co.uk/2017/04/27/251084/kkr-makes-tender-offer-acquire-hitachi-kokusai-electric,https://www.avcj.com/avcj/news/3007810/kkr-completes-tender-offer-for-japans-hitachi-kokusai,2017/04/26 (= announcement/filing; no earlier report documented in row),TBV,TBV,TBV,TBV,Yes,"Seeded from cited row text: min 2,503 — the structure that recurs in JP-024/02",TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TSE (First Section),TOPIX constituent (structural: TSE Prime/First Section-listed stocks are TOPIX-eligible per TSE rules); Nikkei 225 membership selective — TBV unless separately confirmed,TBV,TBV,TBV,formal_announcement
JP-075,Take-private TOB (opposed strategic blockholder),2017/10/02,2017/12/07,2.2,Concluded,ASATSU-DK Inc. (ADK),9747 / TSE (First Section),Advertising / marketing (3rd-largest JP agency; anime/content),Bain Capital Private Equity,Unlisted (PE),"≈1,300",153,"TOB at ¥3,660/share, min 50.1%; ADK simultaneously exited its WPP cross-holding","¥3,660/share","¥3,660 (no bump — Bain held firm despite opposition; stock traded above offer)",TBV,"TBV (stock rose ~19% post-announcement, traded through terms)","For (ADK board backed Bain, sought to end WPP alliance)",TBV,No counter-bid emerged despite shareholder calls for one,No (Bain's 2nd major 2017 JP deal alongside Kioxia JP-071),None; ultimately 87.05% tendered,TBV,—,—,"FIEA TOB; Companies Act squeeze-out; WPP litigation (2017/11 legal proceedings, later withdrawn)","WPP (24%, 20-yr alliance partner) + Silchester (17%) + Oasis (<5%) called offer too low, demanded competing bids; ADK accused of improperly ending WPP alliance / selling WPP stake at depressed price triggering tax; WPP sued then capitulated (agreed to sell 2017/11)",Silchester International + Oasis Management (Seth Fischer) — public opposition on price; WPP as strategic blockholder,"TOB 2017/10/03–12/06, 87.05% tendered (36mn shares); WPP sold in; squeeze-out; delisted",Share consolidation (TBV),2018 (exact date TBV),Verified via primary/contemporaneous sources (C2 expansion 2026/07/06),"C2 EXPANSION 2026/07/06. LANDMARK C2/C4: first US-PE take-private of a Japanese ad agency, and an early test of PE-TOB vs an opposed strategic blockholder (WPP) plus activists (Silchester, Oasis). Bain held the ¥3,660 price firm and won 87% — a counter-example to bump-forcing (cf. Hitachi Kokusai JP-074), showing when opposition fails. Reuters/Bloomberg explicitly paired it with Hitachi Kokusai/Elliott as twin 2017 PE-vs-shareholder fights. Announced 2017/10/02, completed 2017/12/07.",https://www.baincapital.com/news/bain-capital-private-equity-and-asatsu-dk-announce-successful-tender-offer,https://www.bloomberg.com/news/articles/2017-10-04/silchester-joins-wpp-in-calling-bain-s-bid-for-asatsu-dk-too-low,https://sg.finance.yahoo.com/news/opposition-grows-bains-bid-japanese-ad-agency-asatsu-005346918--sector.html,2017/10/02 (= announcement/filing; no earlier report documented in row),TBV,TBV,TBV,TBV,Yes,Seeded from cited row text: min 50.1%,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TSE (First Section),TOPIX constituent (structural: TSE Prime/First Section-listed stocks are TOPIX-eligible per TSE rules); Nikkei 225 membership selective — TBV unless separately confirmed,TBV,TBV,TBV,formal_announcement
JP-076,Parent-subsidiary buy-in TOB (activist-forced revision),2017/09 (initial share-exchange plan; TBV exact day),2017/06/13 (TOB period concluded); settlement 2017/06/20,,Concluded (structure changed under activist pressure),PanaHome Corporation,1924 / TSE (First Section),Housing / homebuilding (Panasonic group),Panasonic Corporation,Panasonic listed TSE (6752),"≈825 (@¥112/US$, approximate FX for mid-2017)",92.4,"Originally proposed as a low-ratio share exchange; revised after Oasis opposition to a higher CASH TOB (≈¥1,200/share area, TBV) for minorities","¥1,200/share (closing price)",Original share-exchange ratio → withdrawn → cash TOB at improved terms (activist-forced revision),TBV,TBV,For (revised terms),TBV,No,Yes (Panasonic parent buy-in of its own listed subsidiary),Panasonic majority parent stake,TBV,—,—,FIEA TOB; Companies Act (share exchange vs TOB); parent-subsidiary minority-fairness,Oasis 'Protect PanaHome' — argued the initial share-exchange ratio undervalued minorities; forced Panasonic to abandon the exchange and offer a higher cash price — an early parent-sub minority-protection win,Oasis Management — campaign forcing revised terms,"Revised cash TOB completed; PanaHome delisted, became Panasonic Homes",TBV,2017 (post-settlement; exact delisting date still TBV — settlement was 2017/06/20),"Verified via owner-provided primary data (2026/07 review) — closing price, valuation, and conclusion/settlement dates confirmed directly by project owner; formal citation URL still to be added if available","C2 EXPANSION 2026/07/06. LANDMARK C4/C3: early Oasis parent-subsidiary campaign that forced a controlling parent to switch from a lowball share exchange to a higher cash offer — a template later echoed in Alps/Alpine (Oasis 'Protect Alpine', JP-adjacent) and the 2020s parent-sub buy-in wave (NTT/Docomo, etc.). LOW CONFIDENCE ROW: I could not fully verify prices/dates from primary sources in this pass; fields left TBV rather than guessed. Flagged for A1-style resolution (Panasonic IR / EDINET) before any external use or Part-2 inclusion. || OWNER CORRECTION 2026/07: closing price ¥1,200/share, ¥92.4bn valuation, TOB period concluded 2017/06/13, settlement 2017/06/20 — provided directly by project owner. Row upgraded from low-confidence; still needs a primary source URL for full citation-gate compliance in a future pass.",https://en.wikipedia.org/wiki/Panasonic,,,TBV (announce date not day-precise),TBV,TBV,TBV,TBV,Yes,Seeded from cited row text: min 2 EXPANSION 2026/07/06,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TBV,TSE (First Section),TOPIX constituent (structural: TSE Prime/First Section-listed stocks are TOPIX-eligible per TSE rules); Nikkei 225 membership selective — TBV unless separately confirmed,TBV,TBV,TBV,approximate / non-day-precision (activist campaign or proposal-stage — see Notes)
